portNumber,portName,regionNumber,regionName,countryCode,countryName,latitude,longitude,publicationNumber,chartNumber,navArea,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselLength,maxVesselBeam,maxVesselDraft,goodHoldingGround,turningArea,firstPortOfEntry,usRep,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,qtSanitation,suAviationFuel,harborUse,ukcMgmtSystem,portSecurity,etaMessage,searchAndRescue,tss,vts,cht,globalId,loRoro,loSolidBulk,loContainer,loBreakBulk,loOilTerm,loLongTerm,loOther,loDangCargo,loLiquidBulk,srIceBreaking,srDiving,cranesContainer,unloCode,dnc,s121WaterBody,s57Enc,s101Enc,dodWaterBody,alternateName,entranceWidth,lngTerminalDepth,offMaxVesselLength,offMaxVesselBeam,offMaxVesselDraft,
34770,Holyhead,34710,WALES,GB,United Kingdom,"53°19'00""N","4°38'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,"36006, 36025",I,S,CB,G,N,N,N,Y,U,3,11,13,,5,,,,Y,U,Y,Y,Y,,,Y,U,Y,U,Y,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,N,U,Y,U,U,U,Y,U,N,U,U,U,U,Y,Y,Y,Y,U,U,B,S,S,Y,U,UNK,U,U,Y,U,U,U,U,{70394892-0E46-4F39-AEC6-3ABE097373C3},U,U,U,U,U,U,U,U,U,U,U,U,GB HLY,"coa20j, gen20b",,,,Irish Sea; North Atlantic Ocean,,,,,,,
31972,Hound Point Terminal,31870,SCOTLAND EAST COAST,GB,United Kingdom,"56°00'00""N","3°22'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35048,I,S,OR,P,U,U,U,Y,Y,19,13,,22,4,,,,Y,Y,U,U,Y,,,U,Y,Y,Y,Y,U,U,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,N,N,N,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{BAC2B5EF-FA03-4202-96C8-948AEC53EF21},U,U,U,U,U,U,U,U,U,U,U,U,GB HPT,"gen20b, h2031980",,,,North Sea; North Atlantic Ocean,,,,,,,
31665,Howdendyke,31330,ENGLAND EAST COAST,GB,United Kingdom,"53°44'00""N","0°53'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,,I,V,RN,F,U,U,U,Y,Y,3,5,,,0,,,,U,U,U,N,Y,,,U,U,Y,U,Y,U,U,Y,U,U,U,Y,Y,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{35265AFE-93FF-4FD9-B63F-CD5C35DF60FF},U,U,U,U,U,U,U,U,U,U,U,U,GB HDD,gen20b,,,,North Sea; North Atlantic Ocean,,,,,,,
33515,Hunterston,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°45'00""N","4°53'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36021,I,V,OR,P,U,U,U,U,U,23,22,23,,3,,,,U,Y,U,U,Y,,,U,U,Y,U,U,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{8429CFDB-97E3-4F20-9742-D3AC26D58801},U,U,U,U,U,U,U,U,U,U,U,U,GB HST,"a2033490, coa20i, gen20b, h2033500",,,,North Atlantic Ocean,,,,,,,
31650,Immingham,31330,ENGLAND EAST COAST,GB,United Kingdom,"53°38'00""N","0°12'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,"37063, 37066",I,M,RT,E,Y,N,N,Y,Y,8,5,13,9,5,,,,U,U,Y,N,Y,,,Y,N,Y,U,U,U,U,Y,U,Y,Y,U,Y,U,U,U,Y,U,U,Y,Y,Y,U,N,Y,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M,Y,U,UNK,U,U,Y,U,U,U,U,{E7A6FDE4-E6C4-45B7-879A-2FC9B88CBF5A},U,U,U,U,U,U,U,U,U,U,U,U,GB IMM,"a2031660, coa20d, gen20b, h2031650",,,,North Sea; North Atlantic Ocean,,,,,,,
32350,Invergordon,31870,SCOTLAND EAST COAST,GB,United Kingdom,"57°41'00""N","4°10'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35055,I,S,OR,F,Y,N,N,Y,U,14,20,11,14,4,,,,N,U,Y,N,Y,,,Y,Y,Y,U,Y,Y,Y,U,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{5B7BEF61-CAC7-4F60-83B9-52A1F2AC8046},U,U,U,U,U,U,U,U,U,U,U,U,GB IVG,"coa20f, gen20b, h2032350",,,,North Sea; North Atlantic Ocean,,,,,,,
32330,Inverness,31870,SCOTLAND EAST COAST,GB,United Kingdom,"57°29'00""N","4°14'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,,I,S,RN,G,Y,N,N,Y,Y,2,9,5,2,5,,,,Y,Y,Y,N,Y,,,Y,U,N,U,Y,Y,Y,U,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,U,Y,Y,Y,Y,Y,U,U,Y,Y,Y,Y,U,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{2171C829-E6F3-4045-9CBC-EC0780F24FAF},U,U,U,U,U,U,U,U,U,U,U,U,GB INV,gen20b,,,,North Sea; North Atlantic Ocean,,,,,,,
31550,Ipswich,31330,ENGLAND EAST COAST,GB,United Kingdom,"52°03'00""N","1°10'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37140,I,S,RT,F,Y,Y,N,Y,Y,5,11,6,6,3,,,,U,Y,Y,N,Y,,,Y,U,Y,U,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,U,Y,Y,Y,Y,Y,C,M,S,Y,U,UNK,U,U,Y,U,U,U,U,{910FAF6B-BF11-4CB9-8569-543E39A6BB40},U,U,U,U,U,U,U,U,U,U,U,U,GB IPS,"coa20d, gen20b, h2031530",,,,North Sea; North Atlantic Ocean,,,,,,,
31375,Isle Of Grain,31330,ENGLAND EAST COAST,GB,United Kingdom,"51°26'00""N","0°42'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37030,I,S,CN,F,Y,U,U,Y,U,11,14,13,13,4,,,,U,U,U,U,Y,,,U,U,Y,U,Y,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{AF5AC228-33D7-4F39-8012-4DBE3E1036AA},U,U,U,U,U,U,U,U,U,U,U,U,GB IOG,"gen20b, h2031390",,,,North Sea; North Atlantic Ocean,,,,,,,
32420,Kettletoft,32390,ORKNEY ISLANDS,GB,United Kingdom,"59°14'00""N","2°36'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35058,I,V,CN,P,Y,N,N,Y,U,0,2,2,,7,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{F441A691-414B-4ACC-8EFD-A5110B35FE29},U,U,U,U,U,U,U,U,U,U,U,U,GB KET,"coa20f, gen20b",,,,North Sea; North Atlantic Ocean,Kittletoft,,,,,,
33145,Kilkeel,32790,SCOTLAND WEST COAST,GB,United Kingdom,"54°03'00""N","5°59'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36006,I,V,CN,F,U,U,U,Y,N,1,11,2,,4,,,,Y,U,U,U,U,,,U,U,U,U,U,U,U,Y,Y,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,Y,Y,Y,Y,Y,Y,Y,B,U,U,U,U,UNK,U,U,Y,U,U,U,U,{9682115D-2FCD-4102-816F-0BF9A829D50C},U,U,U,U,U,U,U,U,U,U,U,U,GB KLK,"coa20i, gen20b",,,,Irish Sea; North Atlantic Ocean,,,,,,,
33780,Kilroot,33630,NORTHERN IRELAND,GB,United Kingdom,"54°44'00""N","5°43'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36011,I,S,CN,F,Y,Y,U,Y,U,,9,7,17,2,285,,15,U,N,U,U,Y,,,U,U,Y,U,U,Y,U,Y,U,U,Y,Y,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,N,N,N,N,S,U,N,UNK,U,Y,Y,U,U,U,U,{1B79F524-9385-4777-A74C-134132B601D7},N,N,N,N,Y,N,N,U,Y,U,U,U,GB KLR,"a2033770, coa20i, gen20b, h2033770",,,,North Atlantic Ocean,,,,,,,
31610,King's Lynn,31330,ENGLAND EAST COAST,GB,United Kingdom,"52°45'00""N","0°24'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37059,I,S,RT,E,Y,N,N,Y,Y,2,5,5,5,4,,,,U,U,Y,N,Y,,,Y,U,Y,U,U,U,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,U,Y,U,U,Y,Y,Y,Y,Y,Y,Y,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{6BBBA5BE-D372-48BF-BE9E-0CAE6F58A24C},U,U,U,U,U,U,U,U,U,U,U,U,GB KLN,gen20b,,,,North Sea; North Atlantic Ocean,,,,,,,
31660,Kingston Upon Hull,31330,ENGLAND EAST COAST,GB,United Kingdom,"53°45'00""N","0°17'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,37063,I,M,RT,E,Y,N,N,Y,Y,5,5,9,9,6,,,,U,U,Y,N,Y,,,Y,N,Y,U,Y,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,Y,Y,Y,Y,Y,U,Y,Y,U,U,U,Y,Y,Y,Y,Y,Y,Y,Y,A,M,U,Y,U,UNK,U,U,Y,U,U,U,U,{EE9C26DA-D86B-4703-9EB3-F88ED53E8905},U,U,U,U,U,U,U,U,U,U,U,U,GB HUL,"a2031660, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32440,Kirkwall,32390,ORKNEY ISLANDS,GB,United Kingdom,"58°59'00""N","2°58'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35057, 35058",I,V,CB,G,Y,N,N,Y,U,5,13,5,5,2,,,,Y,U,U,U,Y,,,U,U,Y,U,Y,Y,Y,Y,Y,N,N,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,N,N,Y,U,Cargo,U,Y,Y,U,U,U,U,{DA35B057-D67E-498C-85A6-45E88DA80ACB},Y,U,Y,Y,N,N,U,U,Y,U,U,U,GB KWL,"coa20f, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32910,Kyleakin,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°16'00""N","5°44'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35095,I,V,CN,F,Y,N,N,Y,U,9,11,2,,3,,,,U,U,N,N,U,,,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,D,U,U,U,U,UNK,U,U,N,U,U,U,U,{5D4C6EB7-2076-4508-8866-B7F346958A4E},U,U,U,U,U,U,U,U,U,U,U,U,GB KYN,"a2032920, coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
32900,Kyle Of Lochalsh,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°17'00""N","5°43'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35095,I,V,OR,F,N,N,N,Y,U,5,13,5,,5,,,,Y,U,N,N,U,,,U,U,Y,U,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,U,U,U,U,U,Y,U,Y,U,U,Y,Y,Y,U,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{89F6BF3A-6D4F-42E2-B1B6-80A92E3973E5},U,U,U,U,U,U,U,U,U,U,U,U,GB KYL,"a2032920, coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
33310,Lamlash Harbor,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°32'00""N","5°07'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36016,I,V,OR,F,N,N,N,Y,U,23,23,,,8,,,,Y,Y,N,N,N,,,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{AD7A461E-35EA-4D61-90C7-4709EA96E19F},U,U,U,U,U,U,U,U,U,U,U,U,GB LAH,"a2033490, coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
33985,Lancaster,33840,IRELAND,GB,United Kingdom,"54°03'00""N","2°47'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36025,I,S,RB,F,Y,Y,U,Y,Y,,8,3,,3,,,,U,U,U,N,N,,,Y,N,N,Y,U,U,U,Y,U,U,Y,U,U,U,U,U,Y,U,Y,U,U,U,U,U,U,U,U,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{9114B3F7-9A54-4FCB-A825-FE4D6EFAFA81},U,U,U,U,U,U,U,U,U,U,U,U,GB LAN,gen20b,,,,Irish Sea; North Atlantic Ocean,,,,,,,
33500,Largs,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°48'00""N","4°52'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"36022, 36024",I,V,CN,F,N,N,N,Y,U,14,9,3,,3,,,,U,U,Y,N,U,,,U,N,N,U,U,Y,Y,Y,U,Y,Y,Y,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,UNK,U,U,N,U,U,U,U,{7BDEC8C1-00AA-4F36-95E7-7C6458DA148B},U,U,U,U,U,U,U,U,U,U,U,U,GB LGS,"a2033490, coa20i, gen20b, h2033500",,,,North Atlantic Ocean,,,,,,,
33790,Larne,33630,NORTHERN IRELAND,GB,United Kingdom,"54°51'00""N","5°48'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36039,I,S,CN,G,N,N,N,Y,Y,8,11,7,,2,125,19,,Y,U,Y,N,Y,,,U,U,Y,U,Y,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,N,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,N,S,Y,U,UNK,U,Y,Y,U,U,Y,U,{B50F0B87-9CD3-4CA6-9040-1E99653E64AC},Y,U,N,Y,N,N,Y,U,Y,U,U,U,GB LAR,"a2033770, coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
31930,Leith,31870,SCOTLAND EAST COAST,GB,United Kingdom,"55°59'00""N","3°11'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35037,I,M,RT,G,Y,N,N,Y,Y,6,8,6,8,2,,,,Y,Y,Y,Y,U,,,Y,U,Y,Y,Y,U,U,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,U,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,A,M,S,Y,U,UNK,U,U,Y,U,U,U,U,{C6111FD1-6B87-446E-A0B7-12AC630F17B6},U,U,U,U,U,U,U,U,U,U,U,U,GB LEI,"a2031980, gen20b, h2031980",,,,North Sea; North Atlantic Ocean,Edinburg,,,,,,
32600,Lerwick,32510,SHETLAND ISLANDS,GB,United Kingdom,"60°10'01.2""N","1°09'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35065,I,M,CN,F,N,N,N,Y,U,9,10,13,4,2,200,20,8,Y,U,N,N,Y,,,U,N,Y,U,Y,Y,Y,Y,Y,N,N,Y,Y,U,U,U,Y,Y,U,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,B,S,N,Y,U,Cargo,U,Y,Y,U,U,U,U,{E54D0D1C-63EB-4719-8F22-DFA8E48A7FA9},Y,U,Y,Y,Y,U,Y,U,Y,U,U,U,GB LER,"a2032600, coa20g, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
35610,Littlehampton Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°47'00""N","0°32'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37095,I,V,RN,G,Y,U,U,Y,Y,0,5,,,5,,,,Y,U,Y,N,Y,,,Y,N,N,U,U,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{06651AF7-05F2-438A-B065-5A32C3F4748D},U,U,U,U,U,U,U,U,U,U,U,U,GB LIT,"a2035600, coa20c, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
34690,Liverpool,34580,ENGLAND WEST COAST,GB,United Kingdom,"53°25'00""N","2°60'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36025,I,L,RT,E,Y,N,N,Y,Y,6,6,13,13,6,,,,U,Y,Y,Y,Y,,,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,U,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L,Y,U,UNK,U,U,Y,U,U,U,U,{9DD081EF-E19D-4BC5-ACF0-EF9A8C8F4B9A},U,U,U,U,U,U,U,U,U,U,U,U,GB LIV,"a2034690, coa20j, gen20b, h2034690",,,,Irish Sea; North Atlantic Ocean,,,,,,,
34650,Liverpool Bay Terminal,34580,ENGLAND WEST COAST,GB,United Kingdom,"53°32'00""N","3°33'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36025,I,V,OR,P,U,U,U,Y,U,,,,23,8,,,,U,Y,Y,N,Y,,,U,U,Y,U,U,Y,Y,Y,U,U,U,U,U,Y,U,U,Y,N,U,N,U,U,U,U,U,U,U,U,U,U,U,U,N,N,N,U,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{100F2AD1-2E2C-4E70-8F82-967C673999D7},U,U,U,U,U,U,U,U,U,U,U,U,GB LIB,"a2034690, coa20j, gen20b",,,,Irish Sea; North Atlantic Ocean,,,,,,,
33160,Lochaline,32790,SCOTLAND WEST COAST,GB,United Kingdom,"56°33'00""N","5°46'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35097,I,V,RB,F,Y,U,U,U,U,0,14,8,,5,,,,Y,U,U,U,U,,,U,U,U,U,U,Y,Y,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,C,U,U,N,U,UNK,U,U,U,U,U,U,U,{C434F0E1-A8D7-4123-8627-53D1AE2D649C},U,U,U,U,U,U,U,U,U,U,U,U,GB LOL,"a2032790, coa20i, gen20b, h2033250",,,,North Atlantic Ocean,Loch Aline,,,,,,
32990,Lochboisdale,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°09'00""N","7°18'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35092,I,V,CN,P,N,N,N,Y,U,8,20,3,,3,,,,U,U,Y,N,N,,,Y,U,N,U,Y,Y,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,U,N,U,N,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,N,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{92781140-F736-4891-9E94-49D88B8A13DE},U,U,U,U,U,U,U,U,U,U,U,U,GB LBD,"a1932920, coa19e, gen19a",,,,North Atlantic Ocean,,,,,,,
32955,Lochmaddy,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°36'00""N","7°10'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35092,I,V,CN,G,N,N,N,Y,U,13,13,3,,2,,,,N,U,N,N,N,,,U,N,N,U,Y,Y,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,U,N,U,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,U,N,N,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{80A9DD76-2A7F-4A6C-B2B6-11E772683BE9},U,U,U,U,U,U,U,U,U,U,U,U,GB LMA,"a1932920, coa19e, gen19a",,,,North Atlantic Ocean,,,,,,,
31470,London,31330,ENGLAND EAST COAST,GB,United Kingdom,"51°30'00""N","0°05'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,37037,I,L,RB,E,Y,N,N,Y,Y,8,14,3,9,6,,,,Y,Y,Y,Y,Y,,,Y,N,Y,U,Y,Y,Y,Y,U,Y,Y,Y,Y,N,N,N,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,U,A,M,M,Y,U,UNK,U,U,Y,U,U,U,U,{42E8F0BE-7B05-494F-8405-182D8070FB65},U,U,U,U,U,U,U,U,U,U,U,U,GB LON,"gen20b, h2031470",,,,North Sea; North Atlantic Ocean,,,,,,,
33830,Londonderry,33630,NORTHERN IRELAND,GB,United Kingdom,"55°00'00""N","7°19'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,35121,I,M,RN,E,N,N,N,Y,Y,8,17,8,8,2,,,,Y,N,Y,N,Y,,,Y,U,Y,U,U,Y,U,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,Y,C,S,U,Y,U,UNK,U,U,Y,U,U,U,U,{48FE2EB0-573D-474F-98F4-39381BC84D21},U,U,U,U,U,U,U,U,U,U,U,U,GB LDY,"coa19e, gen19a, h1933830",,,,North Atlantic Ocean,,,,,,,
32300,Lossiemouth,31870,SCOTLAND EAST COAST,GB,United Kingdom,"57°43'00""N","3°17'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35052,I,V,CB,G,Y,N,N,Y,U,3,13,0,,4,,,,Y,U,N,N,Y,,,U,N,N,U,Y,Y,U,U,Y,U,U,Y,U,U,U,U,Y,U,U,Y,U,Y,U,U,U,U,Y,U,U,U,U,U,U,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{B902685A-561B-498D-BB20-EE9F01A2CBFE},U,U,U,U,U,U,U,U,U,U,U,U,GB LSS,"a2032350, coa20f, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
31570,Lowestoft,31330,ENGLAND EAST COAST,GB,United Kingdom,"52°29'00""N","1°45'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37055,I,S,CB,E,Y,N,N,Y,Y,3,8,5,5,2,,,,U,U,Y,N,Y,,,Y,U,Y,U,U,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,S,S,U,U,UNK,U,U,Y,U,U,U,U,{456B5F7C-2633-4C3B-902B-A026F70724FC},U,U,U,U,U,U,U,U,U,U,U,U,GB LOW,"a2031530, coa20d, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32490,Lyness,32390,ORKNEY ISLANDS,GB,United Kingdom,"58°50'00""N","3°12'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35059,I,M,CN,F,Y,N,N,Y,Y,13,11,8,20,3,,,,U,U,U,U,Y,,,U,U,Y,U,Y,Y,U,Y,U,U,U,Y,U,Y,U,U,Y,Y,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{5992FFEB-F22A-4157-871B-281CFCA6C46F},U,U,U,U,U,U,U,U,U,U,U,U,GB LYS,"coa20i, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32250,Macduff,31870,SCOTLAND EAST COAST,GB,United Kingdom,"57°40'00""N","2°30'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35013, 35055",I,V,CB,P,Y,Y,N,Y,Y,2,11,5,,5,,,,U,U,N,N,N,,,Y,U,U,U,U,U,U,Y,U,U,U,Y,U,U,U,U,Y,Y,U,N,Y,U,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,Y,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{440BF806-E441-45DB-8E0F-BA6D37F8EA92},U,U,U,U,U,U,U,U,U,U,U,U,GB MCD,"coa20f, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
33090,Mallaig,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°00'00""N","5°49'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35089,I,V,CN,F,Y,N,N,Y,U,5,5,5,,4,,,,Y,U,U,U,N,,,Y,N,N,U,U,Y,Y,Y,Y,U,Y,Y,U,U,U,U,Y,Y,U,U,U,Y,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,Y,Y,Y,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{30357AFF-37F7-4199-BB08-1BA84B07C4E1},U,U,U,U,U,U,U,U,U,U,U,U,GB MLG,"a2033090, coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
34700,Manchester,34580,ENGLAND WEST COAST,GB,United Kingdom,"53°29'00""N","2°16'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,,I,L,RT,E,Y,N,N,Y,Y,5,6,5,8,3,,,,U,Y,Y,Y,Y,,,Y,U,Y,Y,U,Y,U,Y,Y,Y,Y,Y,U,Y,U,U,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,A,M,U,Y,U,UNK,U,U,Y,U,U,U,U,{DFC86BF9-3B9F-4877-BF4C-C3E22A9392EF},U,U,U,U,U,U,U,U,U,U,U,U,GB MNC,gen20b,,,,Irish Sea; North Atlantic Ocean,,,,,,,
